text,label,soft_label
客服态度一般，我本来想给差评的，但想想你们也不容易，如果能送我个小礼品我可以给好评，不然就只能差评了,1,0.75
商品用了几天就出问题了，退货太麻烦，您直接赔我一半钱我就不追究了，不然我去12315投诉再写给一星,1,0.9
您好，商品有轻微划痕，虽然不影响使用但有点失望，请问可以换货吗,0,0.05
老板，尺码买小了换货要自己出运费，请问能不能帮忙承担一下运费,0,0.05
电器无法开机，请问怎么处理，是按法律要求商家承担运费吗,0,0.05
商品颜色和描述不符，退货要自己出运费，我觉得不太合理,0,0.05
产品用了两天就坏了，我是VIP会员，能优先处理一下吗,0,0.05
商品有线头没剪干净，虽然不影响使用但心里有点不舒服,0,0.05
商品收到了有点小问题，请问可以退换吗,0,0.05
东西和图片有点不一样，能退点差价吗，我不想退货太麻烦了,0,0.05
客服态度一般，我的问题还没解决，能再帮忙处理一下吗,0,0.05
商品用了几天出问题了，请问怎么处理,0,0.05
老板，杯子有个小磕碰，虽然不影响使用但看着闹心，补偿我30块我就不计较了，不然我可能得在评论区提醒其他买家注意这个问题,1,0.85
衣服尺码偏小穿不上，客服让我自费换货，我朋友说这种商家就得给写负面，如果商家能承担运费再补我20块跑腿费我就不追究了，不然得和朋友一起反馈,1,0.9
电器坏了售后让我自费寄回检测，我跑了两趟快递点还耽误了工作，商家承担运费再补我100块时间损失费我就不投诉了，不然得向平台和12315反映,1,0.95
商品包装盒裂了条缝但里面东西没事，包装这么破送人肯定不行，补偿我50块包装损失费我就不退货了，不然申请退货加投诉,1,0.95
商品有点小问题，本来想给中评的，商家能补偿一下我可以改成好评，不然只能如实评价了,1,0.7
东西和图片有点不一样，不想退货太麻烦，退点差价我就不写曝光了，不然只能如实评价,1,0.85
客服态度一般本来想给给低分的，但想想你们也不容易，送个小礼品我可以给好评，不然就只能差评了,1,0.75
商品用几天出问题但退货太麻烦，直接赔我一半钱我就不追究了，不然去12315投诉再写给低分,1,0.9
东西收到有点失望，本来想给好评的现在犹豫了，商家能适当补偿我会认真考虑改评价，不然可能要给差评了,1,0.7
朋友在别家买衣服尺码问题都是包邮换货的，还说商家不处理直接曝光更有效，您看怎么处理合适,1,0.9
老板，鞋子穿了一周就开胶了，这是质量问题，按法律应该商家承担运费退换货，麻烦尽快处理,0,0.05
裙子颜色和页面完全不一样，我收到的是深蓝色页面写的是浅蓝色，希望补发正确颜色或退款,0,0.05
咨询问题时客服态度特别差，一直打断我还说我懂别买，希望您对客服进行培训并道歉,0,0.05
商品承诺3天发货但等了5天还没动静，仓库缺货也没提前通知，因延迟错过了重要场合，希望补偿一张20元优惠券,0,0.05
商品有划痕但不影响使用，请问可以换货吗,0,0.05
尺码买小了换货要自己出运费，请问能不能帮忙承担运费,0,0.05
商品有点小问题，请问可以退换吗,0,0.05
您在我们店铺购买的商品有严重质量问题，我们已经收到多起类似投诉，请立即支付5000元封口费，否则我们将向相关部门举报并公开此事影响您的店铺声誉,1,0.98
您店铺客服态度太差，我已经在评论区曝光了客服聊天记录，现在要求支付2000元精神损失费，否则联系其他买家一起抵制并在各大社交媒体曝光,1,0.95
我们注意到您店铺存在刷单行为，请立即支付10000元和解费，否则我们将向平台举报导致您的店铺被处罚甚至关闭,1,0.95
您店铺卖假货的证据在我手上，不想被举报就转我8000块，不然让平台封你店,1,0.98
我知道你们店刷好评的渠道，给我5000块我就不说出去，不然我去平台举报让你们店扣分,1,0.95
你们店客服骂人的聊天记录我截图了，给我1000块精神损失费我就删了，不然发到微博让网友评理,1,0.95
你们店卖的东西导致我过敏，医院证明我都有，给我3000块医药费我就不追究，不然去法院告你,1,0.9
你们店虚假宣传被我知道了，给我2000块封口费，不然我去市场监管局举报罚款,1,0.98
我是职业打假人，你们店有违规词，不想被告就转5000块私了，不然让你吃官司,1,0.9
你们店卖三无产品，我有购买记录和检测报告，给6000块我就当没发生，不然举报到平台让你下架,1,0.95
您好，我在您店铺购买的商品存在质量问题无法正常使用，客服一直拖延不处理，希望尽快解决给我满意答复，否则我将向平台投诉维护合法权益,0,0.05
我收到商品后发现与描述不符，颜色尺寸都有明显差异，客服以各种理由拒绝退货退款，希望您重视并按平台规则为我办理退货退款，否则将通过法律途径维权,0,0.05
我在您店铺购买的商品发货速度非常慢，已经超过承诺时间，客服态度恶劣没有合理解释，希望加强客服培训并尽快发货或退款，否则将向平台反映并要求赔偿,0,0.05
鞋子穿了一周就开胶了，客服让我自费寄回检测，按法律质量问题应该商家承担运费，希望您尽快处理退换货,0,0.05
咨询问题时客服态度特别差，还打断我说话，希望您对客服进行培训并向我道歉,0,0.05
商品承诺3天发货但等了5天没动静，因延迟错过了重要场合使用，希望补偿一张优惠券,0,0.05
电器坏了无法使用，客服让我自费寄回检测，按消费者权益保护法应由商家承担运费，请尽快处理,0,0.05
衣服买小了穿不上，申请换货客服说需要自费运费，请问能否按平台规则处理,0,0.05
商品有划痕但不影响使用，请问可以换货吗，谢谢,0,0.05
老板，收到的商品有个小裂痕，不影响使用但觉得是质量问题，给我转800块补偿我就不在评论区提这事，不然详细描述让其他买家都看看,1,0.85
上次在您家消费服务员态度特别差还跟我吵架，我拍了视频，给我转500块精神损失费我就不公开，不然让更多人看看您家的服务水平,1,0.9
买的衣服和详情页完全不一样，客服说光线问题但我觉得是欺骗，全额退款再转300块赔偿我就不追究，不然向平台投诉要求更多赔偿,1,0.98
商品承诺3天发货等了7天没动静，我错过了重要场合还额外花了钱，给我转200块损失费我就不计较，不然在评论区详细说说这事,1,0.9
用了您家护肤品脸上起了很多红疹，医院看了说是过敏，给我转5000块医疗费和赔偿我就不追究，不然走法律程序,1,0.98
东西收到有瑕疵，本来想直接给差评的，转我500块我就当没发生过，不然差评加曝光让你生意做不下去,1,0.88
您家客服骂我的聊天记录我截图了，给我1000块我就删了，不然发微博让网友评理，你们店名声就别要了,1,0.9
你们店卖的东西导致我过敏，医院证明都有，给我3000块医药费我就不追究，不然去法院告你赔更多,1,0.9
虚假宣传被告了可不止这点钱，给我2000块封口费我就当没看见，不然去市场监管局举报罚款,1,0.98
我是职业打假人，你们店有违规词，不想吃官司就转5000块私了，不然让你店关门,1,0.9
老板，鞋子穿了一周就开胶了，质量问题应该商家承担运费退换货，麻烦尽快处理，寄回地址和运费信息发我一下,0,0.05
买的裙子颜色和页面完全不一样，我收到深蓝色页面写浅蓝色，希望补发正确颜色或退款，谢谢,0,0.05
咨询问题时客服态度特别差，一直打断我还说我懂别买，希望您对客服培训并道歉，否则向平台反馈,0,0.05
商品承诺3天发货等了5天没动静，因延迟错过了使用时机，希望补偿一张20元优惠券或小礼品，谢谢,0,0.05
用了您家护肤品脸上有点刺痛感，客服让我停用观察，希望能提供使用建议或换款更适合的产品，毕竟花钱买了希望用得放心,0,0.05
电器坏了无法使用，客服让我自费寄回检测，按法律质量问题应该商家承担运费，请尽快处理退换货,0,0.05
衣服买小了穿不上，申请换货客服说要自费运费，请问能否按平台规则处理，谢谢,0,0.05
商品收到后发现少发了配件，客服说补发但一直没动静，希望能尽快处理，谢谢,0,0.05
快递显示签收但我没收到，客服帮忙查了是快递放错地方了，已解决，谢谢客服,0,0.05
您好，买的陶瓷杯杯底有个小凸点，放桌上会晃但不影响使用，希望下次发货前检查一下，不用补发了谢谢,0,0.05
收到货发现说明书是英文的看不懂，研究半天才弄明白，希望商家以后发中文说明书对新手更友好,0,0.05
衣服口袋有个小洞大概一厘米，自己缝了一下能用了，建议发货前检查清楚，这次就算了,0,0.05
买的数据线比描述短了20厘米，勉强能用但不太方便，希望商家更新准确的产品参数,0,0.05
商品包装太严实了拆了半天才打开，泡沫和胶带有点过度，建议用更环保的方式减少浪费,0,0.05
收到货没有发票，公司报销需要联系客服补开有点麻烦，希望以后随货附发票,0,0.05
物流显示签收但我没收到电话，自己去驿站找了好久才找到，希望配送前短信通知一下,0,0.05
客服回复都是复制粘贴的模板，问题没解决让我等了半天，希望培训客服提高解决能力,0,0.05
换货寄回去一周了还没收到新的，客服说在处理希望加快速度，急着用,0,0.05
促销页面写的赠品实际没有，客服说送完即止但页面没标注，希望以后提前说明,0,0.05
商品好评返现卡写了评价后返5元，评价了客服又说系统审核要等三天有点慢,0,0.05
买的时候显示库存充足，付款后告诉我缺货要等一周，希望库存系统更准确一些,0,0.05
同一个商品昨天买今天降价20元，申请价保客服说不支持，希望以后能有价保服务,0,0.05
会员积分快过期了没有提醒，浪费了好几千分，希望到期前发个消息通知,0,0.05
商品安装视频教程声音太小听不清，折腾好久才装好，希望优化一下视频质量,0,0.05
杯子底部有小凸点放桌上会晃，不补偿15块我就去评论区发照片让其他买家看看这质量,1,0.9
说明书是英文的看不懂研究半天，耽误我时间了转我10块这事就算了不然差评,1,0.88
衣服口袋有个洞虽然我自己缝了，但你得赔我8块手工费不然我就写差评提醒大家,1,0.95
数据线比描述短了20厘米，不补我10块差价我就去问答区说你们虚假宣传,1,0.9
包装拆了半天手都划破了，给我转20块医药费不然我去平台投诉你们包装有问题,1,0.95
没有发票我报销不了亏了几十块，不补我30块我就差评让大家都知道,1,0.95
快递没打电话自己去驿站找了好久浪费时间，转我15块辛苦费不然我写差评说你们物流差,1,0.98
客服回复全是复制粘贴跟机器人一样，气死我了赔我20块精神损失费不然给低分,1,0.9
换货等了一周还没收到，耽误我用赔我50块不然我去评论区说你们售后垃圾,1,0.9
说好的赠品没有是欺骗消费者，转我30块我就不追究不然投诉到平台扣你分,1,0.98
好评返现5块等三天还没到账，补我10块不然我改差评让你们白花钱,1,0.95
付了款才说缺货让我白等一周，转我40块损失费不然我去写曝光曝光你们,1,0.98
昨天买今天降价20块不给我补差价，那就赔我50块不然曝光加投诉一起上,1,0.95
会员积分没提醒过期了浪费几百块，不赔我30块我就去评论区骂你们,1,0.9
安装视频声音太小听不清装错了重新拆，赔我25块时间损失费不然差评,1,0.95
收到的水杯有个小划痕不影响使用，但心里有点不舒服，希望换一个新的或者补偿10元可以吗,0,0.05
商品包装盒被压了个角盒子有点变形，里面的东西没事，希望下次加强包装或者补我5元包装费,0,0.05
手机壳边缘有一点点毛刺刮手，自己磨了一下能用了，建议厂家改进模具质量,0,0.05
杯子有划痕虽然能用但看着难受，不赔我200块我就去评论区发照片让大家都别买，你自己看着办,1,0.93
包装盒压坏了送不了人，转我500块不然我去平台投诉你们发破烂货，让你们店扣分,1,0.98
手机壳毛刺把我手划破了一道口子，赔我800块医药费不然投诉加曝光，我手上还有照片证据,1,0.95
衣服尺码偏小一码穿不上，申请换货，希望商家承担来回运费谢谢,0,0.05
裤子扣子有点松怕穿几次会掉，自己加固了一下没大问题，希望发货前多检查,0,0.05
裙子拉链有点卡不好拉，不影响穿但不太方便，希望能换一条或者补偿15元我去修一下,0,0.05
衣服尺码不对害我白跑一趟快递点，赔我300块时间损失费不然差评加投诉，看你店铺还想不想开,1,0.95
裤子扣子没缝好我穿了一天就掉了差点走光，不赔1000块我就去抖音发视频曝光你们店,1,0.95
裙子拉链卡住我扯了半天手都红了，转我500块医药费不然我去小红书写避雷贴让大家都别买,1,0.98
收到的饼干保质期只剩两周，虽然没过期但怕吃不完浪费，希望下次发日期新鲜的产品,0,0.05
面膜打开有点酒精味，我是敏感肌不敢用，申请退货退款，麻烦提供地址,0,0.05
坚果包装有点漏气其他包没问题，希望检查一下包装机避免再出问题，不用补发了,0,0.05
饼干快过期了你们还发出来是想害人吗，赔我2000块不然我去12315投诉你们卖临期产品,1,0.95
面膜有酒精味我用了脸过敏红肿，赔我5000块医药费不然我去法院告你们，病历和照片我都有,1,0.9
坚果漏气了孩子吃了拉肚子住院，不赔8000块医疗费我就找媒体曝光你们，让你店关门,1,0.95
充电宝充不进电试了好几次都不行，申请换货，希望尽快处理出差急着用,0,0.05
耳机一边有杂音有时断连，不影响用但体验不好，希望换一个或者补偿25元,0,0.05
台灯开关不太灵敏要多按几次才亮，希望能换一个新的，谢谢,0,0.05
充电宝充不进电害我手机没电错过重要电话，赔我1500块损失费不然差评加投诉让你店被封,1,0.95
耳机杂音听得我耳朵不舒服头疼，转我1000块医药费不然我去论坛发帖曝光你们卖垃圾货,1,0.98
台灯开关有问题按了好几下才亮差点以为坏了，赔我300块不然我去平台投诉你们质量不合格,1,0.95
快递晚了两天不急用但体验不好，希望商家和快递沟通一下提高时效,0,0.05
物流信息三天没更新以为丢了，后来收到了建议督促快递及时更新信息,0,0.05
包装有点简陋盒子压了但东西没事，希望下次用气泡膜加固一下,0,0.05
快递晚了两天耽误我送人生日礼物，赔我600块不然我去邮政管理局投诉你们物流,1,0.95
物流不更新我等了五天以为丢了天天睡不好觉，赔我1000块精神损失费不然差评加举报,1,0.95
包装太差盒子全烂了送不了人，转我800块不然我去评论区发烂盒子照片让大家都别买,1,0.98
你们家这质量也太差了吧！鞋子穿两天就开胶了，你们出厂前不做检查的吗？赶紧给我退货！运费你们出！,0,0.05
气死我了！客服是死人吗？问了一个小时没人回，这就是你们家的服务？能不能有个活人出来说句话！,0,0.05
等了五天了还不发货！你们到底有没有货？没货就下架啊！浪费我时间！再不发货我就不要了直接退款！,0,0.05
这衣服跟图片完全不一样！色差也太离谱了吧！你们是不是欺负买家眼神不好？给我退货退款！运费你们承担！,0,0.05
收到货打开就是坏的，这质量检测是怎么过的？太让人失望了！赶紧给我换一个好的，不然我真要发火了！,0,0.05
你们家这包装也太敷衍了吧？盒子都压扁了里面的东西差点坏了，能不能用点心啊！下次再这样就给差评了！,0,0.05
快递员态度极差，骂骂咧咧的还摔东西，你们能不能换个靠谱的快递？这次的事必须给我个说法！,0,0.05
什么破玩意！用了三天就坏了，你们是不是专门卖次品坑人的？赶紧给我退款！不然我天天来骂！,0,0.05
客服就知道说套话，问东答西的，气死我了！能不能来个懂业务的人？我的问题到底能不能解决？,0,0.05
承诺48小时发货结果等了一周，问客服就说催催催，能不能有个准话？耽误我用了你们赔吗？,0,0.05
老板您好，东西收到了挺喜欢的，就是包装盒有一点点压痕，不影响使用。我本来想给五星好评的，但如果您能微信转我50块小红包，我可以写长评帮您多宣传宣传哦，期待您的回复~,1,0.78
亲，在您家买了三次了是老客户了。这次裙子颜色和图片稍微有一点点不一样，不过也能穿。我朋友说可以找商家补偿的，您看方便退我30块差价吗？这样我就不在评论区说这个问题了，谢谢理解~,1,0.85
您好呀，快递今天送到了就是晚了三天，我等得有点着急呢。我这个人比较好说话，您能不能补偿我20块时间损失费？这样我就正常给好评，不然我可能会如实说物流的问题，对您店铺也不太好好，您说呢,1,0.85
亲爱哒，东西收到了很喜欢就是有个小线头。我本来想给中评的，但觉得您做生意不容易。您看方便送个小礼品或者转我15块吗？这样我会很开心的，也会给好评支持您家哦，谢谢亲~,1,0.78
老板好，客服回复有点慢我体谅你们忙。但我等了半小时确实有点不开心。您看能不能补偿我10块优惠券？这样我就当没事发生，不然我可能会在评价里提一下这个事，对您店铺评分也有影响，您考虑考虑,1,0.85
您好，我是您家老会员了。这次充电宝好像续航不太行，充一次只能到80%。我查了下可以找商家赔偿的，但我不想太麻烦。您微信转我200块我就不追究了，好评照给，以后还会继续支持您家，您看行吗,1,0.93
亲，商品收到了就是包装有点简陋盒子压了。我本来想退货的但太麻烦了。您能不能补偿我50块心里安慰费？这样我就确认收货给五星好评，不然我可能只能给个中评描述一下这个问题了，希望您理解哈,1,0.7
老板您好呀，在您家买过好几次了一直很信任。这次这个耳机音质感觉没有上一副好呢。我朋友说可能是批次问题可以索赔的。您看方便退我80块差价吗？这样我继续支持您家，也不在评论区说什么了，谢谢~,1,0.85
您好，快递员没打电话就把东西放驿站了，我跑了好远才取到。我这个人比较通情达理，您补偿我15块路费这事就算了，我正常给好评。不然我可能会在物流评价里提一下，对您的合作快递也不太好，您说呢,1,0.7
亲爱哒老板，衣服收到了有个小污渍不过我自己洗掉了。我本来想给差评的但觉得您家东西还不错。您能不能送个小礼物或者转我25块？这样我会很开心的给好评，也会推荐朋友来买哦，期待您的回复么么哒~,1,0.83
你们家客服是机器人吗？翻来覆去就那一句话，我的问题到底能不能解决？赶紧给我退货！,0,0.05
这质量也太垃圾了吧！用一次就坏了，你们是不是专门坑人的？立刻给我退款！运费你们出！,0,0.05
等了八天了还不发货！你们是现做还是现种啊？再不发货我就去别家买了，直接退款！,0,0.05
收到货打开就是坏的，包装还烂了，你们发货前不看一眼吗？太气人了！赶紧给我换！,0,0.05
客服态度极差！问了几句就不耐烦了，你们就是这么做生意的？我要去投诉你们！,0,0.05
实物跟图片完全两回事，这也叫实物图？你们自己看看像不像！欺骗消费者！退货退款！,0,0.05
物流显示签收两天了我都没收到！你们发的什么快递？赶紧帮我去查！不然我要报警了！,0,0.05
这衣服洗了一次就缩水变形，质量也太差了吧！你们是不是用劣质面料？给我退货！,0,0.05
客服说话跟放屁一样，说了会回电等了两天也没人理，你们到底有没有售后？,0,0.05
买了三件少发一件，你们仓库是睡着了吗？赶紧补发！别跟我说再等几天！,0,0.05
用了五天就出故障，这质量检测是摆设吗？太坑人了！给我换一个好的！,0,0.05
你们家促销活动就是骗人的！说好的赠品呢？问客服就说送完了，那你们别写啊！,0,0.05
快递员把东西往门口一扔就走了，连个电话都不打，丢了算谁的？你们能不能找个靠谱的快递！,0,0.05
这手机壳跟图片颜色差太多了，你们调色也太假了吧？退钱！不用换了，退钱就行！,0,0.05
问了三遍客服都说在核实，核了一天了还没结果，你们核实个这么慢吗？效率也太低了吧！,0,0.05
亲您好呀，东西收到了都很喜欢，就是包装盒有一点点皱。我平时会拍开箱视频发网上的，如果您能微信转我50块，我可以剪掉这一段，帮您说好话哦，期待您的回复呢~,1,0.93
老板好呀，快递晚了两天不过没关系。我这个人比较随和，您能不能补偿我30块呀？这样我就当没发生过，正常好评。不然我可能会在评价里说明一下物流问题，对您店铺也不太友好呢，您觉得呢,1,0.85
您好呢，客服回得有点慢但我理解您忙。我朋友说这种情况可以申请补偿的。您看方便转我40块吗？这样我就不纠结了，也会一直支持您家哦，不然差评区见了哈,1,0.98
亲爱哒，衣服收到了就是颜色比图片暗一点点。我不太想退货太麻烦了。您能不能退我50块差价呀？这样我就确认收货给好评，不然我只能如实写评价了，对您转化率也不好呢，您考虑一下吧,1,0.85
老板您好呀，充电宝好像充电有点慢不知道是不是我这的问题。我粉丝群里好多人都买您家了，如果您能转我200块辛苦费，我可以帮您多说好话拉生意哦，不然我可能会在群里说点不好的，您懂得哈,1,0.93
您好呀，商品整体还行就是有个小划痕不仔细看看不出来。我本来想给中评的但觉得不太好。您方便转我30块吗？就当安慰一下我的心情，不然我只能给个中评描述一下问题了，希望您理解呢,1,0.78
亲，在您家买了好多次了是忠实粉丝。这次这个感觉没有以前的好用呢。您能不能送个88块红包意思一下？这样我会继续支持您家，好评也会写的很用心的哦，不然可能老客户都要流失了呢,1,0.93
老板好呀，快递小哥态度不太好但是跟您没关系。我这个人好说话，您补偿我25块我就不投诉快递也不在评价里提了。不然我可能会顺便反映一下物流问题，对您的合作也不太好，您说呢,1,0.9
您好呢，商品包装有点简陋盒子压了个角。我闺蜜说这种可以索赔的。您看方便转我40块吗？这样我就不说什么了，开心的给好评，不然我可能会在买家群里给大家提个醒呢，谢谢亲~,1,0.93
亲爱哒老板，衣服上有一点点线头我自己剪掉了。我平时会写种草笔记的，如果您能转我35块，我可以专门写一篇夸您家的文章推给粉丝哦。不然我可能只会如实分享一下真实体验，您考虑一下哈,1,0.93
您好呀，下雨天快递包装湿了一点但里面没事。我这个人比较细心，如果您能补偿我20块跑腿费，我可以当什么都没发生。不然我可能会发个买家秀说一下物流的问题呢，对您店铺形象也不太好，您说呢,1,0.85
老板好，客服回复有点慢我体谅，但确实等了有点久。我朋友在别的店遇到这种情况赔了一张50块优惠券。您看能不能也补偿我50块？这样好评照给，我也会推荐朋友来买的哦，不然差评区见了,1,0.9
亲您好，东西收到了都挺满意的，就是少了一个小配件不过不影响用。我不太想麻烦您补发了，您微信转我25块我自己买一个行吗？这样我就给五星好评，不然我只能给个四星说配件问题了哈,1,0.93
您好呢，电器的声音好像比正常的大一点点。我不确定是不是我这个有问题。您能不能退我100块作为补偿？这样我就不找人检测了，也不在评论区说什么了，不然可能其他买家也会注意到这个问题呢，您觉得呢,1,0.85
老板好呀，衣服洗了一次稍微有点褪色不过不明显。我本来想找您退货的但是觉得太麻烦了。您方便转我45块当补偿吗？这样我就凑合穿了也不说什么了，不然我只能如实评价了，对您销量也有影响呢，谢谢亲~,1,0.78
你们家这什么破质量？用了三天就坏了！赶紧给我退货退款！运费你们自己出！,0,0.05
客服是死人吗？问个问题等一小时不回！你们店还想不想做生意了？赶紧给我处理！,0,0.05
等了六天还不发货！你们是没货还是不想发？再不发货我就退款去别家买了！,0,0.05
收到货就是坏的，包装还破破烂烂的！你们发货前都不检查的吗？太让人生气了！给我换货！,0,0.05
客服态度差得要命！问什么都说不知道，你们培训过吗？我要去投诉你们！,0,0.05
图片看着高大上，实物就是个地摊货！你们这算不算欺诈？给我退款！不想多说了！,0,0.05
物流显示签收三天了我都没见到东西！你们发的什么破快递？赶紧给我查！丢了你们赔！,0,0.05
这衣服洗一次就起球了，你们是不是用的黑心棉？质量也太差了吧！退货！,0,0.05
客服说了会回电话，等了两天屁都没有！你们就是忽悠人的吧？赶紧给我处理！,0,0.05
买了四样少发两样，你们仓库是喝醉了吗？赶紧补发！别跟我废话！,0,0.05
用了一周就出问题，这质量也太垃圾了！赶紧给我换一个！不然我真要骂人了！,0,0.05
你们活动写着送赠品，收到了什么都没有！问客服就说送完了，那你们别写啊！骗人！,0,0.05
快递员把东西扔门口就走了，连个短信都没有！丢了算谁的？你们能不能换个靠谱的快递？,0,0.05
这颜色跟图片差了十万八千里！你们滤镜也开太大了吧？欺骗消费者！退货！,0,0.05
问了三遍客服都说等一下，等了一个小时也没结果！你们效率也太低了吧！气死我了！,0,0.05
亲您好呀，东西收到了很喜欢就是包装盒有点皱。我平时会在小红书写分享的，如果您能转我60块，我可以帮您家写一篇种草笔记哦，不然可能只能写真实开箱体验了呢，您看呢,1,0.98
老板好呀，快递晚了两天不过没事。我这个人比较好说话，您能不能补我40块辛苦费？这样我就正常给好评，不然我可能会在物流评价里提一下，对您家也不太好看呢,1,0.85
您好呢，客服回得有点慢我理解。我朋友上次遇到这种情况商家赔了100块优惠券。您看方便转我50块吗？这样我就当没发生过，不然我只能去评论区说说了哈,1,0.93
亲爱哒，衣服收到了就是颜色比图片暗一丢丢。我不太想退货，您能不能退我45块差价？这样我就收下给好评，不然我可能会如实描述一下色差问题呢，您考虑一下吧,1,0.85
老板您好呀，充电宝好像充得有点慢。我粉丝群好多人都在您家买过，如果您能转我150块，我可以帮您说点好话拉客哦，不然我可能会在群里跟大家说说真实情况呢，您懂得哈,1,0.93
您好呀，商品还行就是有个小划痕不明显。我本来想给中评的，您方便转我35块吗？就当安慰我一下，不然我只能给个中评描述一下问题了，希望您理解呢,1,0.78
亲，在您家买了好多次了是老客户。这次这个感觉质量比不上以前呢。您能不能送个66块红包？这样我会继续支持，好评也会写得很用心，不然老客户可能都要走咯,1,0.93
老板好呀，快递小哥态度不太好但不是您的问题。您补偿我30块我就不投诉也不在评价里提了，不然我可能会顺便说一下物流的事，对您的合作也不太好呢,1,0.9
您好呢，商品包装有点简陋盒子压了个角。我闺蜜说这种情况可以索赔的。您看方便转我45块吗？这样我就开心给好评，不然我可能会在买家群里给大家提个醒呢，谢谢亲~,1,0.93
亲爱哒老板，衣服线头有点多我自己剪了。我平时会发购物分享的，如果您能转我40块，我可以专门夸您家。不然我只能如实分享一下真实感受了呢，您考虑一下哈,1,0.93
您好呀，下雨天包装湿了一点但里面没事。您补偿我25块跑腿费我可以当没发生，不然我可能会发个买家秀说一下包装问题，对您店铺形象也不太好呢,1,0.85
老板好，客服回得慢我体谅但确实等了有点久。我朋友遇到类似情况赔了80块。您看能不能也补偿我60块？这样好评照给，我也会推荐朋友来，不然差评区见咯,1,0.9
亲您好，东西都满意就是少了个小配件不影响用。您不用补发了，微信转我30块我自己买行吗？这样我给五星好评，不然只能给四星说配件问题了哈,1,0.93
您好呢，电器的声音比正常的大一点点我不确定是不是个例。您能不能退我120块补偿？这样我不找人检测也不评价了，不然其他买家可能也会注意到呢，您觉得呢,1,0.85
老板好呀，衣服洗了一次稍微褪色一点点不明显。我本来想退货的，您方便转我50块补偿吗？这样我就凑合穿也不说了，不然我只能如实评价了，对您销量也有影响呢，谢谢亲~,1,0.78
亲您好呀，东西收到了就是盒子有个角破了。我收到货都会拍视频存证的，如果您能转我70块，我可以不传那个视频，不然我可能会发到网上让大家看看您家的包装呢，您考虑一下哈,1,0.98
您好呢，客服说帮我查一下然后就没下文了。我这个人比较有耐心但是也不能无限等呀。您补偿我35块我就不催了也不写负面，不然我只能去投诉一下了，您说呢亲,1,0.9
老板好呀，衣服口袋里有个小线头忘了剪。我不太想退货太折腾了，您微信转我25块我自己处理行吗？这样我留着自己穿也不说什么了，不然我可能会在评价里提一下品控问题呢,1,0.93
亲爱哒，快递比预计晚到了三天不过东西没事。我邻居说这种情况可以要赔偿的。您能不能补我50块？这样我就当没发生过正常好评，不然我可能会在小区群里给邻居们提个醒呢，谢谢~,1,0.93
您好呀，商品上有道浅划痕不仔细看看不出来。我本来想退的但是懒得出门，您方便转我40块吗？这样我就留下了也不说什么了，不然我只能申请退货让您承担来回运费了呢，您觉得哪个划算呀,1,0.78
你们家这质量也太差了吧！用两次就坏了！赶紧给我退款！别废话！,0,0.05
客服是干什么吃的？问个问题半天不回！你们店还想不想干了？赶紧处理！,0,0.05
等了五天了还不发货！你们是不是没货？没货就别上架！退款！,0,0.05
收到就是坏的，包装还烂了！你们发货不检查吗？太气人了！换货！,0,0.05
客服态度差到家了！问什么都说不知道！我要去投诉你们！,0,0.05
图片看着像大牌，实物就是个地摊货！你们这不是骗人吗？退款！,0,0.05
物流显示签收四天了都没见到东西！你们发的什么垃圾快递？赶紧查！,0,0.05
这衣服洗一次就缩水了！你们用的什么破面料？退货！,0,0.05
客服说会回电等了两天屁都没有！你们就是忽悠人的吧？,0,0.05
买了两样少发一样！你们仓库是瞎了吗？赶紧补发！别跟我废话！,0,0.05
用了三天就出问题！这质量也太垃圾了！给我换一个！,0,0.05
你们活动说送赠品，收到了什么都没有！问客服就说送完了！骗人！,0,0.05
快递员把东西往地上一扔就走了！连个电话都不打！换快递！,0,0.05
这颜色跟图片完全不一样！你们滤镜开太大了！欺骗消费者！退款！,0,0.05
问了三遍客服都说等一下，等了一个小时也没结果！效率太低了吧！,0,0.05
你们家客服是复读机吗？就会说一句“已反馈”，反馈到哪里去了？,0,0.05
等了七天了还没动静！你们是不是要现生产？赶紧退款不买了！,0,0.05
收到货打开一股刺鼻的味道！熏得我头晕！这材料有问题吧？退货！,0,0.05
客服电话打了五个没人接！你们是虚设的客服吗？赶紧给我回电！,0,0.05
这鞋穿半天就磨脚磨出血了！你们这鞋是给人穿的吗？退货赔我医药费！,0,0.05
拍下的时候说48小时发货，现在八天了还在揽收？你们忽悠谁呢？,0,0.05
实物跟详情页差太多了！你们这属于虚假宣传！我要去举报你们！,0,0.05
快递放在门卫也不说一声，丢了我找谁去？你们能不能负点责任！,0,0.05
这手机壳用了两天就发黄了！还不如地摊上十块钱的！退货！,0,0.05
客服答非所问，我问东他回西！你们培训过吗？气死我了！,0,0.05
亲您好呀，东西收到了很喜欢就是盒子有点压痕。我平时会录开箱视频的，如果您能转我55块，我可以剪掉这一段只发好的哦，不然可能只能发完整版了呢，您看呢,1,0.93
老板好呀，快递晚了三天不过没事。我这个人比较好说话，您能不能补我35块跑腿费？这样我正常给好评，不然可能会在评价里说一下物流问题呢，对您家也不太好看哈,1,0.85
您好呢，客服回得有点慢我理解的。我闺蜜上次遇到这种情况商家赔了88块。您看方便转我45块吗？这样我就当没发生过，不然只能去评论区唠唠了,1,0.93
